,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex
808,<200,42,None/Paid,A41,9283,<500,Unemployed,1,single,A101,2,A124,55,A141,A153,1,A174,1,A192,A201,1,1.0
809,<200,15,None/Paid,A40,1778,<500,1-4 years,2,divorced/separated/married,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,2,0.0
810,<200,8,None/Paid,A49,907,<500,1-4 years,3,married/widowed,A101,2,A121,26,A143,A152,1,A173,1,A192,A201,1,1.0
811,<200,6,None/Paid,A43,484,<500,4+ years,3,married/widowed,A103,3,A121,28,A141,A152,1,A172,1,A191,A201,1,1.0
812,<200,36,Other,A41,9629,<500,4+ years,4,single,A101,4,A123,24,A143,A152,2,A173,1,A192,A201,2,1.0
813,<200,48,None/Paid,A44,3051,<500,1-4 years,3,single,A101,4,A123,54,A143,A152,1,A173,1,A191,A201,2,1.0
814,<200,48,None/Paid,A40,3931,<500,4+ years,4,single,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,2,1.0
815,<200,36,Delay,A40,7432,<500,1-4 years,2,divorced/separated/married,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,0.0
816,None,6,None/Paid,A44,1338,500+,1-4 years,1,divorced/separated,A101,4,A121,62,A143,A152,1,A173,1,A191,A201,1,1.0
817,None,6,Other,A43,1554,<500,4+ years,1,divorced/separated/married,A101,2,A123,24,A143,A151,2,A173,1,A192,A201,1,0.0
818,<200,36,None/Paid,A410,15857,<500,Unemployed,2,divorced/separated,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,1.0
819,<200,18,None/Paid,A43,1345,<500,1-4 years,4,married/widowed,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,2,1.0
820,None,12,None/Paid,A40,1101,<500,1-4 years,3,married/widowed,A101,2,A121,27,A143,A152,2,A173,1,A192,A201,1,1.0
821,200+,12,None/Paid,A43,3016,<500,1-4 years,3,married/widowed,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,1.0
822,<200,36,None/Paid,A42,2712,<500,4+ years,2,single,A101,2,A122,41,A141,A152,1,A173,2,A191,A201,2,1.0
823,<200,8,Other,A40,731,<500,4+ years,4,single,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,1.0
824,None,18,Other,A42,3780,<500,1-4 years,3,divorced/separated,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,1.0
825,<200,21,Other,A40,1602,<500,4+ years,4,married/widowed,A101,3,A123,30,A143,A152,2,A173,1,A192,A201,1,1.0
826,<200,18,Other,A40,3966,<500,4+ years,1,divorced/separated/married,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2,0.0
827,None,18,None/Paid,A49,4165,<500,1-4 years,2,single,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,2,1.0
828,<200,36,None/Paid,A41,8335,Unknown/None,4+ years,3,single,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,2,1.0
829,<200,48,Delay,A49,6681,Unknown/None,1-4 years,4,single,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,1.0
830,None,24,Delay,A49,2375,500+,1-4 years,4,single,A101,2,A123,44,A143,A152,2,A173,2,A192,A201,1,1.0
831,<200,18,None/Paid,A40,1216,<500,1-4 years,4,divorced/separated/married,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,2,0.0
832,<200,45,None/Paid,A49,11816,<500,4+ years,2,single,A101,4,A123,29,A143,A151,2,A173,1,A191,A201,2,1.0
833,<200,24,None/Paid,A43,5084,Unknown/None,4+ years,2,divorced/separated/married,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1,0.0
834,200+,15,None/Paid,A43,2327,<500,1-4 years,2,divorced/separated/married,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,2,0.0
835,<200,12,None/Paid,A40,1082,<500,1-4 years,4,single,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,2,1.0
836,None,12,None/Paid,A43,886,Unknown/None,1-4 years,4,divorced/separated/married,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,0.0
837,None,4,None/Paid,A42,601,<500,1-4 years,1,divorced/separated/married,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1,0.0
838,<200,24,Other,A41,2957,<500,4+ years,4,single,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,1.0
839,None,24,Other,A43,2611,<500,4+ years,4,married/widowed,A102,3,A121,46,A143,A152,2,A173,1,A191,A201,1,1.0
840,<200,36,None/Paid,A42,5179,<500,4+ years,4,single,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,2,1.0
841,None,21,Delay,A41,2993,<500,1-4 years,3,single,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1,1.0
842,None,18,None/Paid,A45,1943,<500,1-4 years,4,divorced/separated/married,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,2,0.0
843,None,24,None/Paid,A49,1559,<500,4+ years,4,single,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,1,1.0
844,None,18,None/Paid,A42,3422,<500,4+ years,4,single,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,1.0
845,<200,21,None/Paid,A42,3976,Unknown/None,4+ years,2,single,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,1,1.0
846,None,18,None/Paid,A40,6761,Unknown/None,1-4 years,2,single,A101,4,A123,68,A143,A151,2,A173,1,A191,A201,2,1.0
847,None,24,None/Paid,A40,1249,<500,1-4 years,4,married/widowed,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,1.0
848,<200,9,None/Paid,A43,1364,<500,4+ years,3,single,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1,1.0
849,<200,12,None/Paid,A43,709,<500,4+ years,4,single,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,2,1.0
850,<200,20,Other,A40,2235,<500,1-4 years,4,married/widowed,A103,2,A122,33,A141,A151,2,A173,1,A191,A202,2,1.0
851,None,24,Other,A41,4042,Unknown/None,4+ years,3,single,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,1,1.0
852,None,15,Other,A43,1471,<500,1-4 years,4,single,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,1.0
853,<200,18,None/Paid,A40,1442,<500,4+ years,4,single,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,2,1.0
854,None,36,Delay,A40,10875,<500,4+ years,2,single,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1,1.0
855,None,24,None/Paid,A40,1474,<500,1-4 years,4,married/widowed,A101,3,A121,33,A143,A152,1,A173,1,A192,A201,1,1.0
856,None,10,None/Paid,A48,894,Unknown/None,4+ years,4,divorced/separated/married,A101,3,A122,40,A143,A152,1,A173,1,A192,A201,1,0.0
857,None,15,Other,A42,3343,<500,1-4 years,4,single,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,1,1.0
858,<200,15,None/Paid,A40,3959,<500,1-4 years,3,divorced/separated/married,A101,2,A122,29,A143,A152,1,A173,1,A192,A201,2,0.0
859,None,9,None/Paid,A40,3577,<500,1-4 years,1,single,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,1,1.0
860,None,24,Other,A41,5804,500+,1-4 years,4,single,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,1.0
861,None,18,Delay,A49,2169,<500,1-4 years,4,married/widowed,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,2,1.0
862,<200,24,None/Paid,A43,2439,<500,1-4 years,4,divorced/separated/married,A101,4,A121,35,A143,A152,1,A173,1,A192,A201,2,0.0
863,None,27,Other,A42,4526,500+,1-4 years,4,single,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,1.0
864,None,10,None/Paid,A42,2210,<500,1-4 years,2,single,A101,2,A121,25,A141,A151,1,A172,1,A191,A201,2,1.0
865,None,15,None/Paid,A42,2221,500+,1-4 years,2,divorced/separated/married,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,1,0.0
866,<200,18,None/Paid,A43,2389,<500,1-4 years,4,divorced/separated/married,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1,0.0
867,None,12,Other,A42,3331,<500,4+ years,2,single,A101,4,A122,42,A142,A152,1,A173,1,A191,A201,1,1.0
868,None,36,None/Paid,A49,7409,Unknown/None,4+ years,3,single,A101,2,A122,37,A143,A152,2,A173,1,A191,A201,1,1.0
869,<200,12,None/Paid,A42,652,<500,4+ years,4,divorced/separated/married,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,1,0.0
870,None,36,Delay,A42,7678,500+,4+ years,2,divorced/separated/married,A101,4,A123,40,A143,A152,2,A173,1,A192,A201,1,0.0
871,200+,6,Other,A40,1343,<500,4+ years,1,single,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1,1.0
872,<200,24,Other,A49,1382,<500,4+ years,4,single,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1,1.0
873,None,15,None/Paid,A44,874,Unknown/None,1-4 years,4,divorced/separated/married,A101,1,A121,24,A143,A152,1,A173,1,A191,A201,1,0.0
874,<200,12,None/Paid,A42,3590,<500,1-4 years,2,single,A102,2,A122,29,A143,A152,1,A172,2,A191,A201,1,1.0
875,<200,11,Other,A40,1322,500+,1-4 years,4,divorced/separated/married,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,0.0
876,<200,18,None/Paid,A43,1940,<500,1-4 years,3,single,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1,1.0
877,None,36,None/Paid,A43,3595,<500,4+ years,4,single,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,1,1.0
878,<200,9,None/Paid,A40,1422,<500,1-4 years,3,single,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,2,1.0
879,None,30,Other,A43,6742,Unknown/None,4+ years,2,single,A101,3,A122,36,A143,A152,2,A173,1,A191,A201,1,1.0
880,None,24,None/Paid,A41,7814,<500,4+ years,3,single,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,1.0
881,None,24,None/Paid,A41,9277,Unknown/None,1-4 years,2,divorced/separated,A101,4,A124,48,A143,A153,1,A173,1,A192,A201,1,1.0
882,<200,30,Other,A40,2181,Unknown/None,4+ years,4,single,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,1,1.0
883,None,18,Other,A43,1098,<500,Unemployed,4,divorced/separated/married,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,1,0.0
884,<200,24,None/Paid,A42,4057,<500,4+ years,3,divorced/separated,A101,3,A123,43,A143,A152,1,A173,1,A192,A201,2,1.0
885,<200,12,None/Paid,A46,795,<500,1-4 years,4,divorced/separated/married,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,2,0.0
886,<200,24,Other,A49,2825,Unknown/None,4+ years,4,single,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,1.0
887,<200,48,None/Paid,A49,15672,<500,1-4 years,2,single,A101,2,A123,23,A143,A152,1,A173,1,A192,A201,2,1.0
888,None,36,Other,A40,6614,<500,4+ years,4,single,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1,1.0
889,None,28,None/Paid,A41,7824,Unknown/None,1-4 years,3,single,A103,4,A121,40,A141,A151,2,A173,2,A192,A201,1,1.0
890,<200,27,Other,A49,2442,<500,4+ years,4,single,A101,4,A123,43,A142,A152,4,A174,2,A192,A201,1,1.0
891,None,15,Other,A43,1829,<500,4+ years,4,single,A101,4,A123,46,A143,A152,2,A173,1,A192,A201,1,1.0
892,<200,12,Other,A40,2171,<500,1-4 years,4,single,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1,1.0
893,<200,36,Other,A41,5800,<500,1-4 years,3,single,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,1,1.0
894,None,18,Other,A43,1169,Unknown/None,1-4 years,4,single,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,1,1.0
895,None,36,Delay,A41,8947,Unknown/None,4+ years,3,single,A101,2,A123,31,A142,A152,1,A174,2,A192,A201,1,1.0
896,<200,21,None/Paid,A43,2606,<500,1-4 years,4,divorced/separated/married,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,0.0
897,None,12,Other,A42,1592,500+,4+ years,3,divorced/separated/married,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,1,0.0
898,None,15,None/Paid,A42,2186,Unknown/None,4+ years,1,divorced/separated/married,A101,4,A121,33,A141,A151,1,A172,1,A191,A201,1,0.0
899,<200,18,None/Paid,A42,4153,<500,1-4 years,2,single,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,2,1.0
900,<200,16,Other,A40,2625,<500,4+ years,2,single,A103,4,A122,43,A141,A151,1,A173,1,A192,A201,2,1.0
901,None,20,Other,A40,3485,Unknown/None,1-4 years,2,divorced/separated,A101,4,A121,44,A143,A152,2,A173,1,A192,A201,1,1.0
902,None,36,Other,A41,10477,Unknown/None,4+ years,2,single,A101,4,A124,42,A143,A153,2,A173,1,A191,A201,1,1.0
903,None,15,None/Paid,A43,1386,Unknown/None,1-4 years,4,married/widowed,A101,2,A121,40,A143,A151,1,A173,1,A192,A201,1,1.0
904,None,24,None/Paid,A43,1278,<500,4+ years,4,single,A101,1,A121,36,A143,A152,1,A174,1,A192,A201,1,1.0
905,<200,12,None/Paid,A43,1107,<500,1-4 years,2,single,A101,2,A121,20,A143,A151,1,A174,2,A192,A201,1,1.0
906,<200,21,None/Paid,A40,3763,Unknown/None,4+ years,2,single,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,1.0
907,<200,36,None/Paid,A46,3711,Unknown/None,1-4 years,2,married/widowed,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,1.0
908,None,15,Delay,A41,3594,<500,1-4 years,1,divorced/separated/married,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,0.0
909,<200,9,None/Paid,A40,3195,Unknown/None,1-4 years,1,divorced/separated/married,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,0.0
910,None,36,Delay,A43,4454,<500,1-4 years,4,divorced/separated/married,A101,4,A121,34,A143,A152,2,A173,1,A191,A201,1,0.0
911,<200,24,Other,A42,4736,<500,1-4 years,2,divorced/separated/married,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,2,0.0
912,<200,30,None/Paid,A43,2991,Unknown/None,4+ years,2,divorced/separated/married,A101,4,A123,25,A143,A152,1,A173,1,A191,A201,1,0.0
913,None,11,None/Paid,A49,2142,500+,4+ years,1,divorced/separated,A101,2,A121,28,A143,A152,1,A173,1,A192,A201,1,1.0
914,<200,24,None/Paid,A49,3161,<500,1-4 years,4,single,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,2,1.0
915,<200,48,None/Paid,A410,18424,<500,1-4 years,1,divorced/separated/married,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,2,0.0
916,None,10,None/Paid,A41,2848,<500,1-4 years,1,single,A102,2,A121,32,A143,A152,1,A173,2,A191,A201,1,1.0
917,<200,6,None/Paid,A40,14896,<500,4+ years,1,single,A101,4,A124,68,A141,A152,1,A174,1,A192,A201,2,1.0
918,<200,24,None/Paid,A42,2359,<500,Unemployed,1,divorced/separated,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,2,1.0
919,<200,24,None/Paid,A42,3345,<500,4+ years,4,single,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,2,1.0
920,None,18,Other,A42,1817,<500,1-4 years,4,divorced/separated/married,A101,2,A124,28,A143,A152,2,A173,1,A191,A201,1,0.0
921,None,48,Delay,A43,12749,500+,4+ years,4,single,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,1,1.0
922,<200,9,None/Paid,A43,1366,<500,1-4 years,3,divorced/separated/married,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,2,0.0
923,<200,12,None/Paid,A40,2002,<500,4+ years,3,single,A101,4,A122,30,A143,A151,1,A173,2,A192,A201,1,1.0
924,<200,24,None/Paid,A42,6872,<500,1-4 years,2,divorced/separated,A101,1,A122,55,A141,A152,1,A173,1,A192,A201,2,1.0
925,<200,12,None/Paid,A40,697,<500,1-4 years,4,single,A101,2,A123,46,A141,A152,2,A173,1,A192,A201,2,1.0
926,<200,18,Other,A42,1049,<500,1-4 years,4,divorced/separated/married,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,1,0.0
927,<200,48,None/Paid,A41,10297,<500,4+ years,4,single,A101,4,A124,39,A142,A153,3,A173,2,A192,A201,2,1.0
928,None,30,None/Paid,A43,1867,Unknown/None,4+ years,4,single,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1,1.0
929,<200,12,Delay,A40,1344,<500,1-4 years,4,single,A101,2,A121,43,A143,A152,2,A172,2,A191,A201,1,1.0
930,<200,24,None/Paid,A42,1747,<500,1-4 years,4,single,A102,1,A122,24,A143,A152,1,A172,1,A191,A202,1,1.0
931,<200,9,None/Paid,A43,1670,<500,1-4 years,4,divorced/separated/married,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,0.0
932,None,9,Other,A40,1224,<500,1-4 years,3,single,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1,1.0
933,None,12,Other,A43,522,500+,4+ years,4,single,A101,4,A122,42,A143,A152,2,A173,2,A192,A201,1,1.0
934,<200,12,None/Paid,A43,1498,<500,1-4 years,4,divorced/separated/married,A101,1,A123,23,A141,A152,1,A173,1,A191,A201,1,0.0
935,<200,30,Delay,A43,1919,<500,1-4 years,4,single,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,2,1.0
936,200+,9,None/Paid,A43,745,<500,1-4 years,3,divorced/separated/married,A101,2,A121,28,A143,A152,1,A172,1,A191,A201,2,0.0
937,<200,6,None/Paid,A43,2063,<500,1-4 years,4,married/widowed,A101,3,A123,30,A143,A151,1,A174,1,A192,A201,1,1.0
938,<200,60,None/Paid,A46,6288,<500,1-4 years,4,single,A101,4,A124,42,A143,A153,1,A173,1,A191,A201,2,1.0
939,None,24,Other,A41,6842,Unknown/None,1-4 years,2,single,A101,4,A122,46,A143,A152,2,A174,2,A192,A201,1,1.0
940,None,12,None/Paid,A40,3527,Unknown/None,1-4 years,2,single,A101,3,A122,45,A143,A152,1,A174,2,A192,A201,1,1.0
941,None,10,None/Paid,A40,1546,<500,1-4 years,3,single,A101,2,A121,31,A143,A152,1,A172,2,A191,A202,1,1.0
942,None,24,None/Paid,A42,929,Unknown/None,4+ years,4,single,A101,2,A123,31,A142,A152,1,A173,1,A192,A201,1,1.0
943,None,4,Other,A40,1455,<500,4+ years,2,single,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,1,1.0
944,<200,15,None/Paid,A42,1845,<500,1-4 years,4,divorced/separated/married,A103,1,A122,46,A143,A151,1,A173,1,A191,A201,1,0.0
945,<200,48,None/Paid,A40,8358,500+,1-4 years,1,divorced/separated/married,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,1,0.0
946,<200,24,None/Paid,A42,3349,500+,1-4 years,4,single,A101,4,A124,30,A143,A153,1,A173,2,A192,A201,2,1.0
947,None,12,None/Paid,A40,2859,Unknown/None,Unemployed,4,single,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,1.0
948,None,18,None/Paid,A42,1533,<500,1-4 years,4,married/widowed,A102,1,A122,43,A143,A152,1,A172,2,A191,A201,2,1.0
949,None,24,None/Paid,A43,3621,<500,4+ years,2,single,A101,4,A123,31,A143,A152,2,A173,1,A191,A201,2,1.0
950,<200,18,Other,A49,3590,<500,Unemployed,3,married/widowed,A101,3,A123,40,A143,A152,3,A171,2,A192,A201,1,1.0
951,<200,36,Delay,A49,2145,<500,4+ years,2,single,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2,1.0
952,<200,24,None/Paid,A41,4113,500+,1-4 years,3,divorced/separated/married,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,2,0.0
953,None,36,None/Paid,A42,10974,<500,Unemployed,4,divorced/separated/married,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,2,0.0
954,<200,12,None/Paid,A40,1893,<500,1-4 years,4,divorced/separated/married,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1,0.0
955,<200,24,Other,A43,1231,500+,4+ years,4,divorced/separated/married,A101,4,A122,57,A143,A151,2,A174,1,A192,A201,1,0.0
956,200+,30,Other,A43,3656,Unknown/None,4+ years,4,single,A101,4,A122,49,A142,A152,2,A172,1,A191,A201,1,1.0
957,<200,9,Other,A43,1154,<500,4+ years,2,single,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,1.0
958,<200,28,None/Paid,A40,4006,<500,1-4 years,3,single,A101,2,A123,45,A143,A152,1,A172,1,A191,A201,2,1.0
959,<200,24,None/Paid,A42,3069,<500,4+ years,4,single,A101,4,A124,30,A143,A153,1,A173,1,A191,A201,1,1.0
960,None,6,Other,A43,1740,<500,4+ years,2,married/widowed,A101,2,A121,30,A143,A151,2,A173,1,A191,A201,1,1.0
961,<200,21,Delay,A40,2353,<500,1-4 years,1,divorced/separated,A101,4,A122,47,A143,A152,2,A173,1,A191,A201,1,1.0
962,None,15,None/Paid,A40,3556,Unknown/None,1-4 years,3,single,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,1.0
963,None,24,None/Paid,A43,2397,500+,4+ years,3,single,A101,2,A123,35,A141,A152,2,A173,1,A192,A201,2,1.0
964,<200,6,None/Paid,A45,454,<500,1-4 years,3,married/widowed,A101,1,A122,22,A143,A152,1,A172,1,A191,A201,1,1.0
965,<200,30,None/Paid,A43,1715,Unknown/None,1-4 years,4,divorced/separated/married,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1,0.0
966,<200,27,Other,A43,2520,500+,1-4 years,4,single,A101,2,A122,23,A143,A152,2,A172,1,A191,A201,2,1.0
967,None,15,None/Paid,A43,3568,<500,4+ years,4,divorced/separated/married,A101,2,A123,54,A141,A151,1,A174,1,A192,A201,1,0.0
968,None,42,None/Paid,A43,7166,Unknown/None,4+ years,2,married/widowed,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,1.0
969,<200,11,Other,A40,3939,<500,1-4 years,1,single,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1,1.0
970,<200,15,None/Paid,A45,1514,<500,1-4 years,4,single,A103,2,A121,22,A143,A152,1,A173,1,A191,A201,1,1.0
971,None,24,None/Paid,A40,7393,<500,1-4 years,1,single,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,1,1.0
972,<200,24,None/Paid,A40,1193,<500,Unemployed,1,divorced/separated/married,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,2,0.0
973,<200,60,None/Paid,A49,7297,<500,4+ years,4,single,A102,4,A124,36,A143,A151,1,A173,1,A191,A201,2,1.0
974,None,30,Other,A43,2831,<500,1-4 years,4,divorced/separated/married,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,0.0
975,200+,24,None/Paid,A43,1258,500+,1-4 years,3,divorced/separated/married,A101,3,A123,57,A143,A152,1,A172,1,A191,A201,1,0.0
976,<200,6,None/Paid,A43,753,<500,1-4 years,2,divorced/separated/married,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,1,0.0
977,<200,18,Delay,A49,2427,Unknown/None,4+ years,4,single,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,1,1.0
978,None,24,Delay,A40,2538,<500,4+ years,4,single,A101,4,A123,47,A143,A152,2,A172,2,A191,A201,2,1.0
979,<200,15,None/Paid,A40,1264,<500,1-4 years,2,married/widowed,A101,2,A122,25,A143,A151,1,A173,1,A191,A201,2,1.0
980,<200,30,Other,A42,8386,<500,4+ years,2,single,A101,2,A122,49,A143,A152,1,A173,1,A191,A201,2,1.0
981,None,48,None/Paid,A49,4844,<500,Unemployed,3,single,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,2,1.0
982,200+,21,None/Paid,A40,2923,<500,1-4 years,1,divorced/separated/married,A101,1,A123,28,A141,A152,1,A174,1,A192,A201,1,0.0
983,<200,36,None/Paid,A41,8229,<500,1-4 years,2,single,A101,2,A122,26,A143,A152,1,A173,2,A191,A201,2,1.0
984,None,24,Other,A42,2028,<500,4+ years,2,single,A101,2,A122,30,A143,A152,2,A172,1,A191,A201,1,1.0
985,<200,15,Other,A42,1433,<500,1-4 years,4,divorced/separated/married,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,0.0
986,200+,42,None/Paid,A49,6289,<500,1-4 years,2,divorced/separated,A101,1,A122,33,A143,A152,2,A173,1,A191,A201,1,1.0
987,None,13,None/Paid,A43,1409,<500,Unemployed,2,divorced/separated/married,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,0.0
988,<200,24,None/Paid,A41,6579,<500,Unemployed,4,single,A101,2,A124,29,A143,A153,1,A174,1,A192,A201,1,1.0
989,<200,24,Other,A43,1743,<500,4+ years,4,single,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1,1.0
990,None,12,Other,A46,3565,Unknown/None,1-4 years,2,single,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1,1.0
991,None,15,None/Paid,A43,1569,<500,4+ years,4,single,A101,4,A123,34,A141,A152,1,A172,2,A191,A201,1,1.0
992,<200,18,None/Paid,A43,1936,Unknown/None,4+ years,2,married/widowed,A101,4,A123,23,A143,A151,2,A172,1,A191,A201,1,1.0
993,<200,36,None/Paid,A42,3959,<500,Unemployed,4,single,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1,1.0
994,None,12,None/Paid,A40,2390,Unknown/None,4+ years,4,single,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,1,1.0
995,None,12,None/Paid,A42,1736,<500,4+ years,3,divorced/separated/married,A101,4,A121,31,A143,A152,1,A172,1,A191,A201,1,0.0
996,<200,30,None/Paid,A41,3857,<500,1-4 years,4,divorced/separated,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,1,1.0
997,None,12,None/Paid,A43,804,<500,4+ years,4,single,A101,4,A123,38,A143,A152,1,A173,1,A191,A201,1,1.0
998,<200,45,None/Paid,A43,1845,<500,1-4 years,4,single,A101,4,A124,23,A143,A153,1,A173,1,A192,A201,2,1.0
999,<200,45,Other,A41,4576,<500,Unemployed,3,single,A101,4,A123,27,A143,A152,1,A173,1,A191,A201,1,1.0
